date,home_team,away_team,home_score,away_score,home_elo,away_elo,home_fifa_ranking,away_fifa_ranking,home_average_age,away_average_age,home_squad_size,away_squad_size,home_market_value,away_market_value,home_confederation,away_confederation,neutral,tournament
2023-03-24,Australia,Ecuador,3.0,1.0,1731.0,1841.0,27,23,27.4,26.1,26,26,77449997.0,368700012.0,AFC,CONMEBOL,False,Friendly
2023-03-24,Japan,Uruguay,1.0,1.0,1799.0,1926.0,18,16,27.6,28.8,26,26,270850006.0,359299988.0,AFC,CONMEBOL,False,Friendly
2023-03-24,Uzbekistan,Bolivia,1.0,0.0,1572.0,1582.0,50,77,28.3,23.8,26,27,85129997.0,17850000.0,AFC,CONMEBOL,True,Friendly
2023-03-24,Tunisia,Libya,3.0,0.0,1705.0,1331.0,45,110,26.7,26.6,26,19,69949997.0,10430000.0,CAF,CAF,False,African Cup of Nations qualification
2023-03-24,Gibraltar,Greece,0.0,3.0,1060.0,1704.0,202,48,23.8,26.3,25,25,1840000.0,275600006.0,UEFA,UEFA,True,UEFA Euro qualification
2023-03-24,France,Netherlands,4.0,0.0,2073.0,2003.0,3,8,27.1,27.8,26,26,34375000.0,754200012.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-24,Austria,Azerbaijan,4.0,1.0,1729.0,1399.0,24,126,28.7,27.7,26,27,245199997.0,21680000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-24,Sweden,Belgium,0.0,3.0,1747.0,2033.0,38,9,27.6,27.7,26,26,406079987.0,547500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-24,Bulgaria,Montenegro,0.0,1.0,1520.0,1578.0,87,80,25.7,28.0,25,28,30049999.0,69430000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-24,Serbia,Lithuania,2.0,0.0,1803.0,1255.0,43,149,23.1,26.3,27,23,209500000.0,16180000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-24,Belize,Guatemala,1.0,2.0,1076.0,1510.0,180,97,27.0,25.8,24,23,350000.0,7780000.0,CONCACAF,CONCACAF,False,CONCACAF Nations League
2023-03-25,Bhutan,Laos,1.0,2.0,588.0,770.0,192,185,24.6,23.2,23,23,840000.0,1320000.0,AFC,,True,Tri Nation Tournament
2023-03-25,Germany,Peru,2.0,0.0,1962.0,1848.0,10,52,28.1,27.1,26,24,947000000.0,30629999.0,UEFA,CONMEBOL,False,Friendly
2023-03-25,Morocco,Brazil,2.0,1.0,1751.0,2167.0,7,6,26.7,29.4,26,26,447700012.0,928200012.0,CAF,CONMEBOL,False,Friendly
2023-03-25,Myanmar,Kyrgyzstan,1.0,1.0,930.0,1268.0,158,106,26.5,26.1,24,26,3000000.0,7050000.0,AFC,AFC,True,Tri Nation Tournament
2023-03-25,Scotland,Cyprus,3.0,0.0,1752.0,1337.0,42,124,29.3,26.8,26,27,170250000.0,19900000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-25,Spain,Norway,3.0,0.0,2034.0,1742.0,2,31,26.8,26.9,26,26,34375000.0,589900024.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-25,Croatia,Wales,1.0,1.0,1926.0,1822.0,11,37,28.4,26.6,26,27,387299988.0,180649994.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-25,Belarus,Switzerland,0.0,5.0,1454.0,1913.0,96,19,26.3,28.4,24,26,15380000.0,332500000.0,UEFA,UEFA,True,UEFA Euro qualification
2023-03-25,Israel,Kosovo,1.0,1.0,1641.0,1514.0,76,78,25.4,26.5,23,27,68099998.0,147449997.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-25,Andorra,Romania,0.0,2.0,1118.0,1584.0,172,54,29.1,26.1,27,24,3910000.0,56950001.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-26,Russia,Iraq,2.0,0.0,1757.0,1564.0,35,57,26.4,27.0,33,26,242699997.0,21200001.0,UEFA,AFC,False,Friendly
2023-03-26,England,Ukraine,2.0,0.0,1992.0,1848.0,4,32,27.3,26.6,26,25,34375000.0,247000000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-26,Malta,Italy,0.0,2.0,1256.0,1947.0,161,12,27.1,21.0,27,23,15000000.0,319000000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-26,Kazakhstan,Denmark,3.0,2.0,1380.0,1890.0,111,21,26.0,25.6,25,23,16299999.0,365000000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-26,Luxembourg,Portugal,0.0,6.0,1454.0,1998.0,98,5,26.2,28.1,23,26,14980000.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-26,Mexico,Jamaica,2.0,2.0,1819.0,1547.0,14,71,28.0,23.2,26,24,191850006.0,9050000.0,CONCACAF,CONCACAF,False,CONCACAF Nations League
2023-03-27,Chile,Paraguay,3.0,2.0,1697.0,1735.0,51,41,25.9,29.1,25,26,66800003.0,153649994.0,CONMEBOL,CONMEBOL,False,Friendly
2023-03-27,Greece,Lithuania,0.0,0.0,1704.0,1255.0,48,149,26.3,26.3,25,23,275600006.0,16180000.0,UEFA,UEFA,False,Friendly
2023-03-27,Oman,Lebanon,2.0,0.0,1545.0,1407.0,79,115,28.7,28.9,28,23,8330000.0,5550000.0,AFC,AFC,False,Friendly
2023-03-27,Netherlands,Gibraltar,3.0,0.0,2003.0,1060.0,8,202,27.8,23.8,26,25,754200012.0,1840000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-27,Poland,Albania,1.0,0.0,1813.0,1535.0,36,66,26.4,27.4,26,26,232100006.0,88800003.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-27,Austria,Estonia,2.0,1.0,1729.0,1447.0,24,127,28.7,25.5,26,27,245199997.0,13900000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-27,Sweden,Azerbaijan,5.0,0.0,1747.0,1399.0,38,126,27.6,27.7,26,27,406079987.0,21680000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-27,Hungary,Bulgaria,3.0,0.0,1825.0,1520.0,39,87,25.7,25.7,29,25,209199997.0,30049999.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-27,Montenegro,Serbia,0.0,2.0,1578.0,1803.0,80,43,28.0,23.1,28,27,69430000.0,209500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Armenia,Cyprus,2.0,2.0,1435.0,1356.0,107,124,26.0,26.8,27,27,42230000.0,19900000.0,UEFA,UEFA,False,Friendly
2023-03-28,Australia,Ecuador,1.0,2.0,1776.0,1840.0,27,23,27.4,26.1,26,26,77449997.0,368700012.0,AFC,CONMEBOL,False,Friendly
2023-03-28,Germany,Belgium,2.0,3.0,1950.0,1987.0,10,9,28.1,27.7,26,26,947000000.0,547500000.0,UEFA,UEFA,False,Friendly
2023-03-28,India,Kyrgyzstan,2.0,0.0,1240.0,1236.0,138,106,26.8,26.1,22,26,4000000.0,7050000.0,AFC,AFC,False,Tri Nation Tournament
2023-03-28,Japan,Colombia,1.0,2.0,1839.0,1929.0,18,13,27.6,30.1,26,26,270850006.0,302350006.0,AFC,CONMEBOL,False,Friendly
2023-03-28,Jordan,Philippines,4.0,0.0,1592.0,1046.0,63,135,28.5,26.4,26,22,20299999.0,3330000.0,AFC,AFC,True,Friendly
2023-03-28,Morocco,Peru,0.0,0.0,1879.0,1845.0,7,52,26.7,27.1,26,24,447700012.0,30629999.0,CAF,CONMEBOL,True,Friendly
2023-03-28,Uzbekistan,Venezuela,1.0,1.0,1588.0,1691.0,50,49,28.3,25.6,26,27,85129997.0,79000000.0,AFC,CONMEBOL,True,Friendly
2023-03-28,Libya,Tunisia,0.0,1.0,1338.0,1755.0,110,45,26.6,26.7,19,26,10430000.0,69949997.0,CAF,CAF,False,African Cup of Nations qualification
2023-03-28,Scotland,Spain,2.0,0.0,1798.0,1963.0,42,2,29.3,26.8,26,26,170250000.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Georgia,Norway,1.0,1.0,1651.0,1744.0,72,31,26.3,26.9,27,26,261600006.0,589900024.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Wales,Latvia,1.0,0.0,1733.0,1348.0,37,137,26.6,27.1,27,25,180649994.0,9380000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Kosovo,Andorra,1.0,1.0,1500.0,1122.0,78,172,26.5,29.1,27,27,147449997.0,3910000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Switzerland,Israel,3.0,0.0,1890.0,1601.0,19,76,28.4,25.4,26,23,332500000.0,68099998.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Romania,Belarus,2.0,1.0,1621.0,1404.0,54,96,26.1,26.3,24,24,56950001.0,15380000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-03-28,Canada,Honduras,4.0,1.0,1732.0,1472.0,30,65,27.0,25.4,26,26,198649994.0,21430000.0,CONCACAF,CONCACAF,False,CONCACAF Nations League
2023-06-07,Mexico,Guatemala,2.0,0.0,1819.0,1510.0,14,97,28.0,25.8,26,23,191850006.0,7780000.0,CONCACAF,CONCACAF,False,Friendly
2023-06-09,Luxembourg,Malta,0.0,1.0,1454.0,1256.0,98,161,26.2,27.1,23,27,14980000.0,15000000.0,UEFA,UEFA,False,Friendly
2023-06-10,Panama,Nicaragua,3.0,2.0,1670.0,1265.0,34,131,30.5,25.7,26,22,34549999.0,3780000.0,CONCACAF,CONCACAF,False,Friendly
2023-06-11,Uzbekistan,Oman,3.0,0.0,1615.0,1575.0,50,79,28.3,28.7,26,28,85129997.0,8330000.0,AFC,AFC,False,CAFA Nations Cup
2023-06-12,Germany,Ukraine,3.0,3.0,1950.0,1848.0,10,32,28.1,26.6,26,25,947000000.0,247000000.0,UEFA,UEFA,False,Friendly
2023-06-14,Uruguay,Nicaragua,4.0,1.0,1915.0,1265.0,16,131,28.8,25.7,26,22,359299988.0,3780000.0,CONMEBOL,CONCACAF,False,Friendly
2023-06-14,Netherlands,Croatia,2.0,4.0,2003.0,1956.0,8,11,27.8,28.4,26,26,754200012.0,387299988.0,UEFA,UEFA,False,UEFA Nations League
2023-06-14,Oman,Tajikistan,1.0,1.0,1575.0,1321.0,79,101,28.7,26.0,28,24,8330000.0,8250000.0,AFC,AFC,True,CAFA Nations Cup
2023-06-15,Panama,Canada,0.0,2.0,1670.0,1732.0,34,30,30.5,27.0,26,26,34549999.0,198649994.0,CONCACAF,CONCACAF,True,CONCACAF Nations League
2023-06-15,Argentina,Australia,2.0,0.0,2145.0,1776.0,1,27,29.2,27.4,26,26,807500000.0,77449997.0,CONMEBOL,AFC,True,Friendly
2023-06-15,Cambodia,Bangladesh,0.0,1.0,863.0,851.0,175,181,26.1,26.4,26,23,2580000.0,7250000.0,AFC,AFC,False,Friendly
2023-06-15,Honduras,Venezuela,0.0,1.0,1472.0,1691.0,65,49,25.4,25.6,26,27,21430000.0,79000000.0,CONCACAF,CONMEBOL,True,Friendly
2023-06-15,Jamaica,Qatar,1.0,2.0,1547.0,1652.0,71,56,23.2,29.5,24,26,9050000.0,19930000.0,CONCACAF,AFC,True,Friendly
2023-06-15,Spain,Italy,2.0,1.0,1963.0,1947.0,2,12,26.8,21.0,26,23,34375000.0,319000000.0,UEFA,UEFA,True,UEFA Nations League
2023-06-16,China,Myanmar,4.0,0.0,1475.0,930.0,91,158,27.9,26.5,26,24,14330000.0,3000000.0,AFC,AFC,False,Friendly
2023-06-16,Colombia,Iraq,1.0,0.0,1929.0,1564.0,13,57,30.1,27.0,26,26,302350006.0,21200001.0,CONMEBOL,AFC,True,Friendly
2023-06-16,Poland,Germany,1.0,0.0,1813.0,1950.0,36,10,26.4,28.1,26,26,232100006.0,947000000.0,UEFA,UEFA,False,Friendly
2023-06-16,Serbia,Jordan,3.0,2.0,1803.0,1592.0,43,63,23.1,28.5,27,26,209500000.0,20299999.0,UEFA,AFC,True,Friendly
2023-06-16,Gibraltar,France,0.0,3.0,1060.0,2073.0,202,3,23.8,27.1,25,26,1840000.0,34375000.0,UEFA,UEFA,True,UEFA Euro qualification
2023-06-16,Malta,England,0.0,4.0,1256.0,1992.0,161,4,27.1,27.3,27,26,15000000.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-16,Wales,Armenia,2.0,4.0,1733.0,1435.0,37,107,26.6,26.0,27,27,180649994.0,42230000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-16,Finland,Slovenia,2.0,0.0,1653.0,1677.0,75,59,26.2,26.6,27,25,41849998.0,100500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-16,Andorra,Switzerland,1.0,2.0,1122.0,1890.0,172,19,29.1,28.4,27,26,3910000.0,332500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-16,Belarus,Israel,1.0,2.0,1404.0,1601.0,96,76,26.3,25.4,24,23,15380000.0,68099998.0,UEFA,UEFA,True,UEFA Euro qualification
2023-06-16,Kosovo,Romania,0.0,0.0,1500.0,1621.0,78,54,26.5,26.1,27,24,147449997.0,56950001.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-16,Kyrgyzstan,Iran,1.0,5.0,1236.0,1777.0,106,20,26.1,30.4,26,26,7050000.0,32049999.0,AFC,AFC,False,CAFA Nations Cup
2023-06-17,Ecuador,Bolivia,1.0,0.0,1840.0,1617.0,23,77,26.1,23.8,26,27,368700012.0,17850000.0,CONMEBOL,CONMEBOL,True,Friendly
2023-06-17,Norway,Scotland,1.0,2.0,1744.0,1798.0,31,42,26.9,29.3,26,26,589900024.0,170250000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Cyprus,Georgia,1.0,2.0,1356.0,1651.0,124,72,26.8,26.3,27,27,19900000.0,261600006.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Albania,Moldova,2.0,0.0,1535.0,,66,159,27.4,25.2,26,26,88800003.0,9700000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Azerbaijan,Estonia,1.0,1.0,1399.0,1447.0,126,127,27.7,25.5,27,27,21680000.0,13900000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Belgium,Austria,1.0,1.0,1987.0,1729.0,9,24,27.7,28.7,26,26,547500000.0,245199997.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Lithuania,Bulgaria,1.0,1.0,1255.0,1520.0,149,87,26.3,25.7,23,25,16180000.0,30049999.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Montenegro,Hungary,0.0,0.0,1578.0,1825.0,80,39,28.0,25.7,28,29,69430000.0,209199997.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Iceland,Slovakia,1.0,2.0,1517.0,1567.0,74,47,27.7,26.9,24,26,89099998.0,59849998.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-17,Uzbekistan,Tajikistan,5.0,1.0,1615.0,1321.0,50,101,28.3,26.0,26,24,85129997.0,8250000.0,AFC,AFC,False,CAFA Nations Cup
2023-06-18,Panama,Mexico,0.0,1.0,1670.0,1819.0,34,14,30.5,28.0,26,26,34549999.0,191850006.0,CONCACAF,CONCACAF,True,CONCACAF Nations League
2023-06-18,Guatemala,Venezuela,0.0,1.0,1461.0,1691.0,97,49,25.8,25.6,23,27,7780000.0,79000000.0,CONCACAF,CONMEBOL,True,Friendly
2023-06-18,Paraguay,Nicaragua,2.0,0.0,1735.0,1265.0,41,131,29.1,25.7,26,22,153649994.0,3780000.0,CONMEBOL,CONCACAF,False,Friendly
2023-06-18,Netherlands,Italy,2.0,3.0,2003.0,1947.0,8,12,27.8,21.0,26,23,754200012.0,319000000.0,UEFA,UEFA,False,UEFA Nations League
2023-06-18,Croatia,Spain,0.0,0.0,1956.0,1963.0,11,2,28.4,26.8,26,26,387299988.0,34375000.0,UEFA,UEFA,True,UEFA Nations League
2023-06-18,Uganda,Algeria,1.0,2.0,1389.0,1706.0,89,28,28.1,26.9,29,26,8750000.0,256899994.0,CAF,CAF,True,African Cup of Nations qualification
2023-06-19,Indonesia,Argentina,0.0,2.0,1285.0,2145.0,118,1,25.7,29.2,23,26,19549999.0,807500000.0,AFC,CONMEBOL,False,Friendly
2023-06-19,Jamaica,Jordan,1.0,2.0,1547.0,1592.0,71,63,23.2,28.5,24,26,9050000.0,20299999.0,CONCACAF,AFC,True,Friendly
2023-06-19,France,Greece,1.0,0.0,2073.0,1704.0,3,48,27.1,26.3,26,25,34375000.0,275600006.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-19,Ukraine,Malta,1.0,0.0,1848.0,1256.0,32,161,26.6,27.1,25,27,247000000.0,15000000.0,UEFA,UEFA,True,UEFA Euro qualification
2023-06-19,Armenia,Latvia,2.0,1.0,1435.0,1348.0,107,137,26.0,27.1,27,25,42230000.0,9380000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-19,Slovenia,Denmark,1.0,1.0,1677.0,1890.0,59,21,26.6,25.6,25,23,100500000.0,365000000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-19,Belarus,Kosovo,2.0,1.0,1404.0,1500.0,96,78,26.3,26.5,24,27,15380000.0,147449997.0,UEFA,UEFA,True,UEFA Euro qualification
2023-06-19,Switzerland,Romania,2.0,2.0,1890.0,1621.0,19,54,28.4,26.1,26,24,332500000.0,56950001.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-19,Israel,Andorra,2.0,1.0,1601.0,1122.0,76,172,25.4,29.1,23,27,68099998.0,3910000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Algeria,Tunisia,1.0,1.0,1706.0,1755.0,28,45,26.9,26.7,26,26,256899994.0,69949997.0,CAF,CAF,False,Friendly
2023-06-20,Bolivia,Chile,0.0,0.0,1617.0,1706.0,77,51,23.8,25.9,27,25,17850000.0,66800003.0,CONMEBOL,CONMEBOL,False,Friendly
2023-06-20,Brazil,Senegal,2.0,4.0,2167.0,1754.0,6,15,29.4,27.1,26,26,928200012.0,478100006.0,CONMEBOL,CAF,True,Friendly
2023-06-20,Germany,Colombia,0.0,2.0,1950.0,1929.0,10,13,28.1,30.1,26,26,947000000.0,302350006.0,UEFA,CONMEBOL,False,Friendly
2023-06-20,Japan,Peru,4.0,1.0,1839.0,1845.0,18,52,27.6,27.1,26,24,270850006.0,30629999.0,AFC,CONMEBOL,False,Friendly
2023-06-20,Scotland,Georgia,2.0,0.0,1798.0,1651.0,42,72,29.3,26.3,26,27,170250000.0,261600006.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Norway,Cyprus,3.0,1.0,1744.0,1356.0,31,124,26.9,26.8,26,27,589900024.0,19900000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Moldova,Poland,3.0,2.0,,1813.0,159,36,25.2,26.4,26,26,9700000.0,232100006.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Austria,Sweden,2.0,0.0,1729.0,1747.0,24,38,28.7,27.6,26,26,245199997.0,406079987.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Estonia,Belgium,0.0,3.0,1447.0,1987.0,127,9,25.5,27.7,27,26,13900000.0,547500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Hungary,Lithuania,2.0,0.0,1825.0,1255.0,39,149,25.7,26.3,29,23,209199997.0,16180000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Bulgaria,Serbia,1.0,1.0,1520.0,1803.0,87,43,25.7,23.1,25,27,30049999.0,209500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Iceland,Portugal,0.0,1.0,1517.0,1998.0,74,5,27.7,28.1,24,26,89099998.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-06-20,Kyrgyzstan,Oman,0.0,1.0,1236.0,1575.0,106,79,26.1,28.7,26,28,7050000.0,8330000.0,AFC,AFC,True,CAFA Nations Cup
2023-06-20,Uzbekistan,Iran,0.0,1.0,1615.0,1777.0,50,20,28.3,30.4,26,26,85129997.0,32049999.0,AFC,AFC,False,CAFA Nations Cup
2023-06-22,Lebanon,Bangladesh,2.0,0.0,1407.0,851.0,115,181,28.9,26.4,23,23,5550000.0,7250000.0,AFC,AFC,True,SAFF Cup
2023-06-22,Maldives,Bhutan,2.0,0.0,917.0,567.0,173,192,29.4,24.6,22,23,675000.0,840000.0,AFC,AFC,True,SAFF Cup
2023-06-25,Bangladesh,Maldives,3.0,1.0,851.0,917.0,181,173,26.4,29.4,23,22,7250000.0,675000.0,AFC,AFC,True,SAFF Cup
2023-06-25,Bhutan,Lebanon,1.0,4.0,567.0,1407.0,192,115,24.6,28.9,23,23,840000.0,5550000.0,AFC,AFC,True,SAFF Cup
2023-06-25,Mexico,Honduras,4.0,0.0,1819.0,1472.0,14,65,28.0,25.4,26,26,191850006.0,21430000.0,CONCACAF,CONCACAF,True,Gold Cup
2023-06-28,Lebanon,Maldives,1.0,0.0,1407.0,917.0,115,173,28.9,29.4,23,22,5550000.0,675000.0,AFC,AFC,True,SAFF Cup
2023-06-28,Bhutan,Bangladesh,1.0,3.0,567.0,851.0,192,181,24.6,26.4,23,23,840000.0,7250000.0,AFC,AFC,True,SAFF Cup
2023-06-29,Qatar,Honduras,1.0,1.0,1652.0,1472.0,56,65,29.5,25.4,26,26,19930000.0,21430000.0,AFC,CONCACAF,True,Gold Cup
2023-07-01,India,Lebanon,0.0,0.0,1240.0,1407.0,138,115,26.8,28.9,22,23,4000000.0,5550000.0,AFC,AFC,False,SAFF Cup
2023-07-01,Guatemala,Canada,0.0,0.0,1461.0,1732.0,97,30,25.8,27.0,23,26,7780000.0,198649994.0,CONCACAF,CONCACAF,True,Gold Cup
2023-07-02,Mexico,Qatar,0.0,1.0,1819.0,1652.0,14,56,28.0,29.5,26,26,191850006.0,19930000.0,CONCACAF,AFC,True,Gold Cup
2023-07-08,Panama,Qatar,4.0,0.0,1670.0,1652.0,34,56,30.5,29.5,26,26,34549999.0,19930000.0,CONCACAF,AFC,True,Gold Cup
2023-07-09,Guatemala,Jamaica,0.0,1.0,1496.0,1604.0,97,71,25.8,23.2,23,24,7780000.0,9050000.0,CONCACAF,CONCACAF,True,Gold Cup
2023-07-12,Jamaica,Mexico,0.0,3.0,1604.0,1819.0,71,14,23.2,28.0,24,26,9050000.0,191850006.0,CONCACAF,CONCACAF,True,Gold Cup
2023-07-16,Mexico,Panama,1.0,0.0,1819.0,1670.0,14,34,28.0,30.5,26,26,191850006.0,34549999.0,CONCACAF,CONCACAF,True,Gold Cup
2023-08-27,Bolivia,Panama,1.0,2.0,1617.0,1670.0,77,34,23.8,30.5,27,26,17850000.0,34549999.0,CONMEBOL,CONCACAF,False,Friendly
2023-09-03,Guatemala,Honduras,0.0,0.0,1496.0,1472.0,97,65,25.8,25.4,23,26,7780000.0,21430000.0,CONCACAF,CONCACAF,True,Friendly
2023-09-06,Malta,Gibraltar,1.0,0.0,1256.0,1060.0,161,202,27.1,23.8,27,25,15000000.0,1840000.0,UEFA,UEFA,False,Friendly
2023-09-07,Colombia,Venezuela,1.0,0.0,1929.0,1691.0,13,49,30.1,25.6,26,27,302350006.0,79000000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
2023-09-07,Paraguay,Peru,0.0,0.0,1735.0,1845.0,41,52,29.1,27.1,26,24,153649994.0,30629999.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
2023-09-07,Argentina,Ecuador,1.0,0.0,2145.0,1840.0,1,23,29.2,26.1,26,26,807500000.0,368700012.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
2023-09-07,Austria,Moldova,1.0,1.0,1729.0,,24,159,28.7,25.2,26,26,245199997.0,9700000.0,UEFA,UEFA,False,Friendly
2023-09-07,Bulgaria,Iran,0.0,1.0,1520.0,1777.0,87,20,25.7,30.4,25,26,30049999.0,32049999.0,UEFA,AFC,False,Friendly
2023-09-07,Norway,Jordan,6.0,0.0,1744.0,1592.0,31,63,26.9,28.5,26,26,589900024.0,20299999.0,UEFA,AFC,False,Friendly
2023-09-07,Netherlands,Greece,3.0,0.0,2003.0,1704.0,8,48,27.8,26.3,26,25,754200012.0,275600006.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-07,Serbia,Hungary,1.0,2.0,1803.0,1825.0,43,39,23.1,25.7,27,29,209500000.0,209199997.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-07,Lithuania,Montenegro,2.0,2.0,1255.0,1578.0,149,80,26.3,28.0,23,28,16180000.0,69430000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-07,Kazakhstan,Finland,0.0,1.0,1380.0,1653.0,111,75,26.0,26.2,25,27,16299999.0,41849998.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-07,Iraq,India,2.0,2.0,1564.0,1240.0,57,138,27.0,26.8,26,22,21200001.0,4000000.0,AFC,AFC,True,King's Cup
2023-09-07,Thailand,Lebanon,2.0,1.0,1379.0,1407.0,94,115,28.6,28.9,24,23,6550000.0,5550000.0,AFC,AFC,False,King's Cup
2023-09-08,Jamaica,Honduras,1.0,0.0,1604.0,1472.0,71,65,23.2,25.4,24,26,9050000.0,21430000.0,CONCACAF,CONCACAF,False,CONCACAF Nations League
2023-09-08,Uruguay,Chile,3.0,1.0,1915.0,1706.0,16,51,28.8,25.9,26,25,359299988.0,66800003.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
2023-09-08,Brazil,Bolivia,5.0,1.0,2167.0,1617.0,6,77,29.4,23.8,26,27,928200012.0,17850000.0,CONMEBOL,CONMEBOL,False,FIFA World Cup qualification
2023-09-08,Singapore,Tajikistan,0.0,2.0,1133.0,1321.0,148,101,28.2,26.0,28,24,4580000.0,8250000.0,AFC,AFC,False,Friendly
2023-09-08,Egypt,Ethiopia,1.0,0.0,1675.0,1352.0,29,143,29.1,27.6,26,23,116480003.0,2900000.0,CAF,CAF,False,African Cup of Nations qualification
2023-09-08,Georgia,Spain,1.0,7.0,1651.0,1963.0,72,2,26.3,26.8,27,26,261600006.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-08,Cyprus,Scotland,0.0,3.0,1356.0,1798.0,124,42,26.8,29.3,27,26,19900000.0,170250000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-08,Croatia,Latvia,5.0,0.0,1956.0,1348.0,11,137,28.4,27.1,26,25,387299988.0,9380000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-08,Luxembourg,Iceland,3.0,1.0,1454.0,1517.0,98,74,26.2,27.7,23,24,14980000.0,89099998.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-08,Slovakia,Portugal,0.0,1.0,1567.0,1998.0,47,5,26.9,28.1,26,26,59849998.0,34375000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-09,China,Malaysia,1.0,1.0,1475.0,1256.0,91,136,27.9,28.7,26,28,14330000.0,7600000.0,AFC,AFC,False,Friendly
2023-09-09,Germany,Japan,1.0,4.0,1950.0,1839.0,10,18,28.1,27.6,26,26,947000000.0,270850006.0,UEFA,AFC,False,Friendly
2023-09-09,Mexico,Australia,2.0,2.0,1819.0,1776.0,14,27,28.0,27.4,26,26,191850006.0,77449997.0,CONCACAF,AFC,True,Friendly
2023-09-09,Ukraine,England,1.0,1.0,1848.0,1992.0,32,4,26.6,27.3,25,26,247000000.0,34375000.0,UEFA,UEFA,True,UEFA Euro qualification
2023-09-09,Azerbaijan,Belgium,0.0,1.0,1399.0,1987.0,126,9,27.7,27.7,27,26,21680000.0,547500000.0,UEFA,UEFA,False,UEFA Euro qualification
2023-09-09,Estonia,Sweden,0.0,5.0,1447.0,1747.0,127,38,25.5,27.6,27,26,13900000.0,406079987.0,UEFA,UEFA,False,UEFA Euro qualification
